# StartTime = 08/11/2026 01:11:43.6990 PM
Time (sec), Short term fuel % trim - Bank 1 (%), Long term fuel % trim - Bank 1 (%), Engine RPM (RPM), Ignition timing advance for #1 cylinder (deg), O2 sensor lambda wide range (current probe)  (Bank 1  Sensor 1), Absolute load value (%), Knocking Retard (deg)
1887.397,3.125,10.9375,2290.75,25.5,0.9954285,14.117647,0
1887.690,3.125,10.9375,2290.75,25.5,0.9954285,14.117647,0
1887.968,3.125,10.9375,2279.5,25,1.0012845,14.509804,0
1888.233,3.90625,10.9375,2279.5,25,1.0012845,14.509804,0
1888.491,3.125,10.9375,2280.5,24.5,1.004609,14.509804,0
1888.791,3.125,10.9375,2265.75,32,0.9975025,14.509804,0
1889.065,2.34375,10.9375,2286.75,24.5,0.9940865,14.117647,0
1889.271,3.125,10.9375,2246.75,29,0.995459,14.117647,0
1889.527,3.125,10.9375,2287.5,24,0.9961605,14.509804,0
1889.776,3.125,10.9375,2274.25,31.5,0.997899,13.725491,0
1890.085,3.125,10.9375,2251.25,25.5,0.997228,12.941176,0
1890.341,2.34375,10.9375,2250.25,20,0.9842045,12.941176,0
1890.587,2.34375,10.9375,2241.25,19.5,0.9865835,12.941176,0
1890.826,1.5625,10.9375,2242.5,22.5,0.991128,13.333333,0
1891.107,3.125,10.9375,2244.5,27.5,0.99125,14.117647,0
1891.371,3.125,10.9375,2220,23,1.007293,14.117647,0
1891.591,2.34375,10.9375,2220,23,1.007293,14.117647,0
1891.810,3.90625,10.9375,2234.25,24,1.0122645,14.509804,0
1892.321,3.90625,10.9375,2234.25,24,1.0122645,14.509804,0
1892.557,3.125,10.9375,2233,23.5,0.998265,14.117647,0
1892.854,3.125,10.9375,2232.5,24,0.998631,14.117647,0
1893.128,3.125,10.9375,2204.75,24,0.998387,14.509804,0
1893.416,4.6875,10.9375,2202,23,0.996862,14.509804,0
1893.650,3.125,10.9375,2199.75,23.5,0.998387,13.725491,0
1893.933,3.90625,10.9375,2199.5,23.5,0.9983565,14.117647,0
1894.151,3.90625,10.9375,2199.5,23.5,0.9983565,14.117647,0
1894.376,3.125,10.9375,2218.5,24,0.9953675,14.117647,0
1894.622,3.90625,10.9375,2200.75,24,0.998814,14.90196,0
1894.811,3.90625,10.9375,2207.25,29.5,1.0030535,14.117647,0
1895.112,4.6875,10.9375,2207.25,29.5,1.0030535,14.117647,0
1895.366,3.90625,10.9375,2199,23.5,0.999241,14.509804,0
1895.605,3.90625,10.9375,2199,23.5,0.999241,14.509804,0
1895.851,3.90625,10.9375,2186,26,1.0033585,14.117647,0
1896.059,3.90625,10.9375,2192,30.5,1.000644,13.725491,0
1896.280,3.125,10.9375,2192.75,22,0.9996375,13.725491,0
1896.556,3.125,10.9375,2168.25,22,0.989603,13.333333,0
1896.786,3.125,10.9375,2168.25,22,0.989603,13.333333,0
1897.033,3.125,10.9375,2170,23.5,0.9935985,13.333333,0
1897.241,3.125,10.9375,2156.75,24,0.998265,14.117647,0
1897.475,3.125,10.9375,2156.75,24,0.998265,14.117647,0
1897.764,3.125,10.9375,2163.75,24,0.998082,13.725491,0
1898.138,3.125,10.9375,2158.5,22,0.9950015,13.725491,0
1898.431,3.125,10.9375,2136,18.5,0.9950015,12.156863,0
1898.709,3.125,10.9375,2107.75,26.5,0.998204,12.156863,0
1899.011,3.125,10.9375,2107.75,26.5,0.998204,12.156863,0
1899.248,3.125,10.9375,2110.75,24.5,0.991982,12.54902,0
1899.475,3.125,10.9375,2081.5,21.5,0.9982345,13.333333,0
1899.742,2.34375,10.9375,2090.75,22,0.993873,13.333333,0
1899.944,3.125,10.9375,2090.75,22,0.993873,13.333333,0
1900.192,3.90625,10.9375,2092,24.5,0.9996375,12.54902,0
1900.464,3.125,10.9375,2075,24.5,0.997472,13.333333,0
1900.664,3.125,10.9375,2075,24.5,0.997472,13.333333,0
1900.923,3.90625,10.9375,2071.5,22.5,1.0025045,13.725491,0
1901.150,3.125,10.9375,2078.75,23,1.014186,13.333333,0
1901.469,3.125,10.9375,2081.25,24,1.003328,13.333333,0
1902.153,3.125,10.9375,2076.75,32.5,0.9994545,13.333333,0
1902.940,4.6875,10.9375,2070.5,23,1.00101,13.333333,0
1903.167,3.90625,10.9375,2061.5,23.5,0.99918,13.725491,0
1903.365,3.90625,10.9375,2061.5,23.5,0.99918,13.725491,0
1903.607,3.125,10.9375,2061.75,33,0.9977465,13.725491,0
1903.850,6.25,10.9375,2064.5,33,0.9977465,13.725491,0
1904.066,7.03125,10.9375,2064.5,24.5,1.042917,13.725491,0
1904.267,5.46875,10.9375,2065.75,23.5,1.036207,13.725491,0
1904.515,4.6875,10.9375,2078.75,25,1.0149485,13.725491,0
1904.723,4.6875,10.9375,2075.5,25,0.9899385,13.725491,0
1905.171,4.6875,10.9375,2075.5,25,0.9899385,13.725491,0
1905.446,3.90625,10.9375,2059.5,23.5,0.990823,14.117647,0
1905.683,4.6875,10.9375,2059.5,23.5,0.990823,14.117647,0
1905.965,3.90625,10.9375,2059,24,0.993751,14.117647,0
1906.247,3.90625,10.9375,2065,23.5,0.9888405,14.117647,0
1906.535,3.90625,10.9375,2061.5,28,0.9917685,14.509804,0
1906.816,-0.78125,14.84375,2061.5,28,0.9917685,14.509804,0
1907.047,-0.78125,14.84375,2055.5,27,0.992958,15.294118,0
1907.253,-0.78125,14.84375,2074.5,25,0.991616,15.686275,0
1907.520,-1.5625,14.84375,2072.5,23,0.9838385,15.686275,0
1907.800,-1.5625,14.84375,2077.5,24.5,0.986736,15.686275,0
1908.066,-2.34375,14.84375,2077.5,24.5,0.986736,15.686275,0
1908.315,-1.5625,14.84375,2076,23,0.996069,15.686275,0
1908.584,-1.5625,14.84375,2078.75,22.5,0.9990275,15.686275,0
1908.838,-0.78125,14.84375,2078.75,22.5,0.9990275,15.686275,0
1909.067,0,14.84375,2077.25,23,1.0058595,15.686275,0
1909.333,0,14.84375,2084,24.5,1.013576,15.686275,0
1909.568,0.78125,14.84375,2077.25,25.5,1.023519,15.686275,0
1909.850,0.78125,14.84375,2075.5,26.5,1.011624,15.686275,0
1910.086,0.78125,14.84375,2075.5,26.5,1.011624,15.686275,0
1910.365,1.5625,14.84375,2074.25,27,1.0078725,15.686275,0
1910.656,1.5625,14.84375,2081.5,26,1.013027,15.686275,0
1910.928,1.5625,14.84375,2071.75,22.5,1.007476,15.686275,0
1911.369,2.34375,14.84375,2071.75,22.5,1.007476,15.686275,0
1911.610,2.34375,14.84375,2080,24.5,1.0112885,15.686275,0
1911.887,3.125,14.84375,2080,24.5,1.0112885,15.686275,0
1912.165,2.34375,14.84375,2072.5,25.5,1.001681,15.686275,0
1912.427,3.125,14.84375,2073,23.5,0.9970755,15.686275,0
1912.644,2.34375,14.84375,2076.5,24,1.0038465,15.686275,0
1912.892,2.34375,14.84375,2077.5,22.5,1.0012234,15.686275,0
1913.172,3.125,14.84375,2077.5,22.5,1.0012234,15.686275,0
1913.432,2.34375,14.84375,2084.5,23,0.998021,15.686275,0
1913.671,3.125,14.84375,2068.25,25.5,0.9995765,15.686275,0
1913.862,3.125,14.84375,2068.25,25.5,0.9995765,15.686275,0
1914.119,3.125,14.84375,2072.25,25.5,0.999851,15.686275,0
1914.428,3.125,14.84375,2072.25,25.5,0.999851,15.686275,0
1914.693,3.125,14.84375,2068.5,23.5,0.9956115,16.470589,0
1914.961,3.125,14.84375,2078.5,24,0.9934765,16.078432,0
1915.213,2.34375,14.84375,2078.5,24,0.9934765,16.078432,0
1915.457,2.34375,14.84375,2084.75,23,0.993202,16.078432,0
1915.743,2.34375,14.84375,2081.25,24,0.990518,16.078432,0
1915.938,2.34375,14.84375,2081.25,24,0.990518,16.078432,0
1916.171,2.34375,14.84375,2070.75,25.5,0.990518,16.078432,0
1916.430,1.5625,14.84375,2070.75,25.5,0.990518,16.078432,0
1916.681,3.90625,14.84375,2088.5,34.5,1.033462,18.431372,0
1916.987,-3.90625,14.84375,2088.5,34.5,1.033462,18.431372,0
1917.154,0,14.84375,2101,27,0.920795,19.215687,0
1917.367,0,14.84375,2119.25,27,0.9682225,19.215687,0
1917.603,-1.5625,14.84375,2108.75,18,0.971425,14.509804,0
1917.842,-0.78125,14.0625,2108.75,18,0.971425,14.509804,0
1918.072,0,14.0625,2082.25,28,0.961299,11.372549,0
1918.325,0,14.0625,2086.25,17,0.9689545,12.54902,0
1918.568,0,14.0625,2024.25,16,1.373171,13.333333,0
1919.071,0,14.0625,1990.5,42,1.9988174,12.156863,0
1919.281,0,14.0625,1990.5,42,1.9988174,12.156863,0
1919.568,0,14.0625,1875.5,42,1.9988174,12.156863,0
1919.814,0,14.0625,1794.25,43,1.9988174,12.156863,0
1920.024,0,14.0625,1566.5,39,1.9988174,11.764706,0
1920.269,0,14.0625,1355.75,40.5,1.9988174,12.54902,0
1920.527,0,14.0625,1103.25,39,1.9988174,11.372549,0
1920.754,0,14.0625,1103.25,39,1.9988174,11.372549,0
1920.972,0,14.0625,1103.25,11.5,1.9988174,11.372549,0
1921.233,0,14.0625,1159.5,13.5,1.9988174,10.588235,0
1921.517,0,14.0625,1160,13,1.9988174,10.980392,0
1921.764,0,14.0625,1164,8.5,1.428498,12.156863,0
1922.066,0,14.0625,1135.25,4.5,0.9812765,12.156863,0
1922.346,-3.90625,14.0625,1068,3,0.885537,12.54902,0
1922.568,-3.90625,14.0625,1068,3,0.885537,12.54902,0
1922.815,-1.5625,14.0625,1038.25,4.5,0.890356,12.54902,0
1923.048,-1.5625,14.0625,1017,3,0.904325,12.941176,0
1923.316,-1.5625,14.0625,953,3.5,0.9121635,12.54902,0
1923.553,-2.34375,14.0625,860.5,12,0.911157,12.941176,0
1923.745,-3.90625,14.0625,797.25,15,0.90219,12.54902,0
1924.017,-4.6875,14.0625,779.25,19.5,0.895419,12.941176,0
1924.253,-5.46875,14.0625,778.25,24.5,0.882121,12.941176,0
1924.531,-6.25,14.84375,781.25,20,0.876143,12.54902,0
1924.738,-6.25,14.84375,802.75,30.5,0.8775765,15.686275,0
1925.039,-6.25,14.84375,800.5,7.5,0.8798335,21.568628,0
1925.451,-10.15625,14.84375,903.5,0.5,0.85217,26.27451,0
1925.688,-14.84375,14.84375,972.75,14.5,0.8565315,30.19608,0
1925.944,-7.03125,14.84375,972.75,14.5,0.8565315,30.19608,0
1926.153,-6.25,14.84375,1036.5,16.5,0.922198,31.37255,0
1926.381,-8.59375,14.84375,1081.75,22.5,0.9473605,34.901962,0
1927.161,-8.59375,14.84375,1249,29.5,0.9878035,36.862743,0
1927.895,-7.03125,14.84375,1504.75,28,1.0444115,36.47059,0
1928.236,-4.6875,14.84375,1765,33,1.0078725,41.17647,0
1928.518,-2.34375,14.84375,1765,33,1.0078725,41.17647,0
1928.742,-4.6875,14.84375,1949.25,28,1.003511,39.60784,0
1928.964,-3.125,14.84375,2024.25,29,0.997167,38.431374,0
1929.152,-5.46875,14.84375,2024.25,29,0.997167,38.431374,0
1929.367,-4.6875,14.84375,2153.5,30,0.9983565,36.862743,0
1929.609,-5.46875,14.84375,2153.5,30,0.9983565,36.862743,0
1929.919,-7.03125,14.84375,2202.75,23,0.9835335,35.294117,0
1930.186,-7.8125,14.84375,2246.75,25,0.983747,25.490196,0
1930.464,-4.6875,14.84375,2192,23,0.97905,16.470589,0
1930.724,-6.25,14.84375,2202,36,1.0384945,11.372549,0
1930.969,-3.125,14.84375,2183.75,26.5,1.0147655,12.156863,0
1931.253,-3.90625,14.84375,2156.5,23,1.0301375,12.54902,0
1931.509,-3.125,14.84375,2107.75,27,1.0294055,12.156863,0
1931.723,-2.34375,14.84375,2107.75,27,1.0294055,12.156863,0
1932.154,-0.78125,14.0625,2057.75,28,1.02724,12.156863,0
1932.417,0,14.0625,2057.75,25.5,1.031205,12.156863,0
1932.654,0,14.0625,1992,18.5,1.103063,12.156863,0
1932.893,0,14.0625,1938.75,18,1.284843,12.941176,0
1933.147,0,14.0625,1891.5,41,1.9988174,11.764706,0
1933.466,0,14.0625,1891.5,41,1.9988174,11.764706,0
1933.717,0,14.0625,1761.75,43,1.9988174,12.156863,0
1933.944,0,14.0625,1761.75,43,1.9988174,12.156863,0
1934.173,0,14.0625,1718,41.5,1.9988174,11.764706,0
1934.433,0,14.0625,1623,39.5,1.9988174,12.156863,0
1934.717,0,14.0625,1566.75,38.5,1.9988174,12.156863,0
1934.986,0,14.0625,1482,37,1.9988174,12.156863,0
1935.256,0,14.0625,1482,37,1.9988174,12.156863,0
1935.490,0,14.0625,1406.75,38.5,1.9988174,11.764706,0
1935.679,0,14.0625,1350,39.5,1.9988174,12.156863,0
1935.925,0,14.84375,1303.5,39,1.9988174,11.372549,0
1936.208,0,14.84375,1267.25,39.5,1.9988174,11.372549,0
1936.428,0,14.84375,1303.25,20.5,1.9988174,18.82353,0
1936.608,0,14.84375,1303.25,20.5,1.9988174,18.82353,0
1936.835,0,14.84375,1263.75,27.5,0.88816,23.529411,0
1937.081,0,14.84375,1263.75,27.5,0.88816,23.529411,0
1937.372,0,14.84375,1339.75,30.5,0.835578,29.411764,0
1937.563,0,14.84375,1339.75,30.5,0.835578,29.411764,0
1937.793,0,14.84375,1401.5,32,0.8507975,30.588236,0
1938.302,-2.34375,14.84375,1451.25,32.5,0.873703,31.37255,0
1938.609,-4.6875,14.84375,1565,36,0.938363,33.333332,0
1938.855,-4.6875,14.84375,1760,34.5,0.9830455,34.901962,0
1939.031,-6.25,14.84375,1760,34.5,0.9830455,34.901962,0
1939.264,-3.90625,14.84375,1859.25,31,0.9957945,34.117645,0
1939.499,-5.46875,14.84375,1859.25,31,0.9957945,34.117645,0
1939.754,-3.90625,14.84375,2007,39,1.0075065,33.333332,0
1940.023,-3.90625,14.84375,2007,39,1.0075065,33.333332,0
1940.223,-4.6875,14.84375,2067.75,30.5,0.9687105,32.54902,0
1940.475,-7.03125,14.84375,2100.5,28.5,0.994361,26.666666,0
1940.715,0,14.84375,2079.75,15,0.9576695,21.17647,0
1940.983,0,14.0625,1766,39,0.99918,15.686275,0
1941.296,0,14.0625,1120.75,37.5,1.9988174,11.372549,0
1941.541,0,14.0625,1153.5,10.5,1.9988174,10.980392,0
1941.774,0,14.0625,1158.75,13.5,1.9988174,10.588235,0
1942.056,0,14.0625,1158.75,13.5,1.9988174,10.588235,0
1942.304,0,14.0625,1150,8,1.4049215,11.372549,0
1942.599,0,14.0625,1134,3.5,0.990213,12.54902,0
1942.830,-5.46875,14.0625,866.25,7,0.856562,12.941176,0
1943.130,-6.25,14.0625,866.25,7,0.856562,12.941176,0
1943.402,-7.8125,14.0625,772.75,29.5,0.8493335,12.941176,0
1943.672,-8.59375,14.0625,786.5,21.5,0.8524445,12.941176,0
1944.138,-7.8125,14.0625,785.5,22,0.863455,12.941176,0
1944.385,-7.8125,14.0625,787.5,24.5,0.8803825,12.54902,0
1944.630,-7.8125,14.0625,787.5,24.5,0.8803825,12.54902,0
1944.846,-8.59375,14.0625,792.25,23,0.8817245,12.941176,0
1945.133,-8.59375,14.0625,792.25,23,0.8852015,12.54902,0
1945.360,-9.375,14.0625,800.75,21,0.88389,12.54902,0
1945.563,-9.375,14.0625,800.75,21,0.88389,12.54902,0
1945.835,0,14.0625,806,18,0.890112,12.941176,0
1946.074,0,14.0625,807.5,19,0.890783,12.54902,0
1946.395,0,14.84375,807.5,19,0.890783,12.54902,0
1946.640,0,14.84375,896.75,16,0.8930705,17.254902,0
1946.865,0,14.84375,906,7,0.869555,20.392157,0
1947.105,0,14.84375,891.75,21.5,0.851316,18.82353,0
1947.337,0,14.84375,932.5,15,0.849242,20.392157,0
1947.588,0,14.84375,932.5,15,0.849242,20.392157,0
1947.817,0,14.84375,882.5,13,0.8451245,21.568628,0
1948.020,0,14.84375,926,22,0.8956935,21.960785,0
1948.254,0,14.84375,1003,17.5,0.923235,21.17647,0
1948.490,-2.34375,14.84375,979.25,17.5,0.960201,20,0
1948.785,-0.78125,14.84375,979.25,17.5,0.960201,20,0
1949.031,-1.5625,14.0625,893.25,22,0.9981125,14.117647,0
1949.236,0,14.0625,893.25,22,0.9981125,14.117647,0
1949.494,-0.78125,14.0625,930.75,17.5,0.9992105,12.941176,0
1949.750,-0.78125,14.0625,821,16.5,0.996069,12.941176,0
1950.022,-0.78125,14.0625,786.5,16.5,0.996069,12.941176,0
1950.276,-0.78125,14.0625,763.5,34,0.9951845,12.54902,0
1950.573,-0.78125,14.0625,768.25,33,0.992836,12.54902,0
1950.822,-2.34375,14.0625,768.25,33,0.992836,12.54902,0
1951.015,-2.34375,14.0625,807,10.5,0.981063,12.54902,0
1951.256,-3.125,14.0625,807,10.5,0.981063,12.54902,0
1951.527,-3.90625,14.0625,818.25,8.5,0.9731025,12.54902,0
1951.806,-4.6875,14.0625,839.5,10.5,0.9671855,12.54902,0
1952.051,-4.6875,14.0625,812.5,18.5,0.9624275,12.54902,0
1952.350,-5.46875,14.0625,763.25,26,0.9660875,12.54902,0
1960.001,-4.6875,14.0625,763.25,26,0.9660875,12.54902,0
1960.423,0,0,753.25,22,0.9731025,12.54902,0
1960.733,0,0,0,-5,0.999424,0,0
1960.988,0,0,0,-5,0.999424,0,0
1961.249,0,0,0,-5,0.999424,0,0
1961.510,0,0,0,-5,0.999424,0,0
1961.829,0,0,0,-5,0.999424,0,0
1962.099,0,0,0,-5,0.999424,0,0
1962.239,0,0,0,-5,0.999424,0,0
1962.419,0,0,0,-5,0.999424,0,0
1962.541,0,0,0,-5,0.999424,0,0
1962.710,0,0,0,-5,0.999424,0,0
1962.844,0,0,0,-5,0.999424,0,0
1963.021,0,0,0,-5,0.999424,0,0
1963.146,0,0,0,-5,0.999424,0,0
1963.326,0,0,0,-5,0.999424,0,0
1963.460,0,0,0,-5,0.999424,0,0
1963.601,0,0,0,-5,0.999424,0,0
1963.746,0,0,0,-5,0.999424,0,0
1963.915,0,0,0,-5,0.999424,0,0
1964.030,0,0,0,-5,0.999424,0,0
1964.213,0,0,0,-5,0.999424,0,0
1964.441,0,0,0,-5,0.999424,0,0
1964.558,0,0,0,-5,0.999424,0,0
1964.664,0,0,0,-5,0.999424,0,0
1964.900,0,0,0,-5,0.999424,0,0
1965.213,0,0,0,-5,0.999424,0,0
1965.351,0,0,0,-5,0.999424,0,0
1965.514,0,0,0,-5,0.999424,0,0
1965.655,0,0,0,-5,0.999424,0,0
1965.769,0,0,0,-5,0.999424,0,0
1965.955,0,0,0,-5,0.999424,0,0
1966.093,0,0,0,-5,0.999424,0,0
1966.189,0,0,0,-5,0.999424,0,0
1966.335,0,0,0,-5,0.999424,0,0
1966.466,0,0,0,-5,0.999424,0,0
1966.612,0,0,0,-5,0.999424,0,0
1966.754,0,0,0,-5,0.999424,0,0
1966.921,0,0,0,-5,0.999424,0,0
1967.032,0,0,0,-5,0.999424,0,0
1967.193,0,0,0,-5,0.999424,0,0
1967.296,0,0,0,-5,0.999424,0,0
1967.450,0,0,0,-5,0.999424,0,0
1967.571,0,0,0,-5,0.999424,0,0
1967.756,0,0,0,-5,0.999424,0,0
1967.866,0,0,0,-5,0.999424,0,0
1968.002,0,0,0,-5,0.999424,0,0
1968.166,0,0,0,-5,0.999424,0,0
1968.372,0,0,0,-5,0.999424,0,0
1968.513,0,0,0,-5,0.999424,0,0
1968.657,0,0,0,-5,0.999424,0,0
1968.796,0,0,0,-5,0.999424,0,0
1968.891,0,0,0,-5,0.999424,0,0
1969.045,0,0,0,-5,0.999424,0,0
1969.167,0,0,0,-5,0.999424,0,0
1969.397,0,0,0,-5,0.999424,0,0
1969.491,0,0,0,-5,0.999424,0,0
1969.646,0,0,0,-5,0.999424,0,0
1969.856,0,0,0,-5,0.999424,0,0
1969.963,0,0,0,-5,0.999424,0,0
1970.097,0,0,0,-5,0.999424,0,0
1970.261,0,0,0,-5,0.999424,0,0
1970.396,0,0,0,-5,0.999424,0,0
1970.528,0,0,0,-5,0.999424,0,0
1970.696,0,0,0,-5,0.999424,0,0
1970.964,0,0,0,-5,0.999424,0,0
1971.565,0,0,0,-5,0.999424,0,0
1971.927,0,0,0,-5,0.999424,0,0
1972.557,0,0,0,-5,0.999424,0,0
1972.864,0,0,0,-5,0.999424,0,0
1973.420,0,0,0,-5,0.999424,0,0
1973.852,0,0,0,-5,0.999424,0,0
1974.165,0,0,0,-5,0.999424,0,0
1974.621,0,0,0,-5,0.999424,0,0
1975.025,0,0,0,-5,0.999424,0,0
1975.353,0,0,0,-5,0.999424,0,0
1975.624,0,0,0,-5,0.999424,0,0
1975.766,0,0,0,-5,0.999424,0,0
1975.931,0,0,0,-5,0.999424,0,0
1976.067,0,0,0,-5,0.999424,0,0
1976.222,0,0,0,-5,0.999424,0,0
1976.324,0,0,0,-5,0.999424,0,0
1976.550,0,0,0,-5,0.999424,0,0
1976.740,0,0,0,-5,0.999424,0,0
1976.949,0,0,0,-5,0.999424,0,0
1977.152,0,0,0,-5,0.999424,0,0
1977.356,0,0,0,-5,0.999424,0,0
1977.765,0,0,0,-5,0.999424,0,0
1978.032,0,0,0,-5,0.999424,0,0
1978.197,0,0,0,-5,0.999424,0,0
1978.390,0,0,0,-5,0.999424,0,0
1978.603,0,0,0,-5,0.999424,0,0
1978.845,0,0,0,-5,0.999424,0,0
1978.959,0,0,0,-5,0.999424,0,0
1979.131,0,0,0,-5,0.999424,0,0
1979.292,0,0,0,-5,0.999424,0,0
1979.518,0,0,0,-5,0.999424,0,0
1979.724,0,0,0,-5,0.999424,0,0
1979.876,0,0,0,-5,0.999424,0,0
1980.275,0,0,0,-5,0.999424,0,0
1980.470,0,0,0,-5,0.999424,0,0
1980.645,0,0,0,-5,0.999424,0,0
1980.798,0,0,0,-5,0.999424,0,0
1981.016,0,0,0,-5,0.999424,0,0
1981.159,0,0,0,-5,0.999424,0,0
1981.325,0,0,0,-5,0.999424,0,0
1981.468,0,0,0,-5,0.999424,0,0
1981.700,0,0,0,-5,0.999424,0,0
1981.868,0,0,0,-5,0.999424,0,0
1982.028,0,0,0,-5,0.999424,0,0
1982.491,0,0,0,-5,0.999424,0,0
1982.665,0,0,0,-5,0.999424,0,0
1982.834,0,0,0,-5,0.999424,0,0
1982.982,0,0,0,-5,0.999424,0,0
1990.727,0,0,0,-5,0.999424,0,0
1990.885,0,14.0625,905.25,15,0.999424,10.588235,0
1991.116,0,14.0625,902.25,9,0.999424,12.156863,0
1991.246,0,14.0625,902.25,9,0.999424,12.156863,0
1991.437,0,14.0625,886.75,5.5,0.999424,12.54902,0
1991.648,0,14.0625,860.5,5.5,0.999424,12.54902,0
1991.785,0,14.0625,860.5,5.5,0.999424,12.54902,0
1991.951,0,14.0625,850.25,5.5,0.999424,12.54902,0
1992.115,0,14.0625,831.5,6,0.999424,12.54902,0
1992.316,0,14.0625,811,5,0.999424,12.54902,0
1992.573,0,14.0625,787.25,6,0.999424,12.156863,0
1992.739,0,14.0625,787.25,6,0.999424,12.156863,0
1992.946,0,14.0625,775,6,0.930738,12.54902,0
1993.167,0,14.0625,765.5,6,0.9218625,12.54902,0
1993.301,0,14.0625,755.5,4.5,0.91439,12.54902,0
1993.501,0,14.0625,739.75,5,0.9130785,12.54902,0
1993.757,0,14.0625,739.75,5,0.9130785,12.54902,0
1993.926,0,14.0625,729.75,5.5,0.9160065,12.156863,0
1994.115,0,14.0625,714.5,7,0.917318,12.156863,0
1994.262,0,14.0625,717.75,7,0.915793,12.156863,0
1994.450,0,14.0625,699.5,7.5,0.912194,12.156863,0
1994.694,0,14.0625,704.25,9.5,0.9134445,11.764706,0
1994.935,0,14.0625,698.75,9,0.9146645,12.156863,0
1995.065,0,14.0625,698.75,9,0.9146645,12.156863,0
1995.250,0,14.0625,697.5,10.5,0.914634,12.156863,0
1995.400,0,14.0625,697.5,10.5,0.914634,12.156863,0
1995.587,0,14.0625,706,8,0.9152745,12.156863,0
1995.760,0,14.0625,701.75,8,0.916525,12.156863,0
1995.940,0,14.0625,703.75,9,0.917074,12.156863,0
1996.151,0,14.0625,703,9,0.9164335,12.156863,0
1996.346,0,14.0625,703.25,8.5,0.919026,12.156863,0
1996.540,0,14.0625,703.25,8.5,0.919026,12.156863,0
1996.752,0,14.0625,704.5,10.5,0.9197885,12.156863,0
1996.921,0,14.0625,708.5,9,0.9220455,12.156863,0
1997.081,0,14.0625,712,9.5,0.9250345,12.156863,0
1997.293,0,14.0625,699.25,10.5,0.926102,12.156863,0
1997.517,0,14.0625,699.25,10.5,0.926102,12.156863,0
1997.708,0,14.0625,700,10.5,0.9299755,12.156863,0
1997.927,0,14.0625,708,10.5,0.9321715,12.156863,0
1998.133,0,14.0625,708,10.5,0.9321715,12.156863,0
1998.316,0,14.0625,708.25,10.5,0.936838,12.156863,0
1998.498,0,14.0625,715.5,10,0.940681,12.156863,0
1998.718,0,14.0625,710.5,10.5,0.9397355,12.156863,0
1998.918,0,14.0625,710.5,10.5,0.9397355,12.156863,0
1999.122,0,14.0625,713.5,11.5,0.9457135,12.156863,0
1999.343,0,14.0625,709,11,0.950746,12.156863,0
1999.529,0,14.0625,709,11,0.950746,12.156863,0
1999.722,0,14.0625,704.25,12.5,0.9512645,12.156863,0
1999.922,-3.125,14.0625,706.25,11.5,0.9549855,12.156863,0
2000.128,-2.34375,14.0625,704,12.5,0.958188,12.156863,0
2000.336,-2.34375,14.0625,705.5,12.5,0.962946,12.156863,0
2000.543,-2.34375,14.0625,707.75,13,0.967826,12.156863,0
2000.702,-3.125,14.0625,695.75,16,0.969717,12.156863,0
2000.894,-3.125,14.0625,712,13,0.9723705,12.156863,0
2001.102,-2.34375,14.0625,707,13,0.9806665,12.156863,0
2001.321,-2.34375,14.0625,716.25,13,0.9873765,12.156863,0
2001.557,-2.34375,14.0625,716.25,13,0.9873765,12.156863,0
2001.761,-2.34375,14.0625,714,12,0.992531,12.156863,0
2001.988,-2.34375,14.0625,722.25,12.5,0.9930495,12.156863,0
2002.207,-2.34375,14.0625,712.25,12.5,0.990518,11.764706,0
2002.388,-3.125,14.0625,715.5,12.5,0.9903045,11.764706,0
2002.624,-3.125,14.0625,715.5,12.5,0.9903045,11.764706,0
2002.848,-3.125,14.0625,718.25,12.5,0.9859735,11.764706,0
2003.075,-3.90625,14.0625,719,12.5,0.982405,11.764706,0
2003.269,-3.90625,14.0625,719,12.5,0.982405,11.764706,0
2003.465,-4.6875,14.0625,720.5,12,0.978013,11.764706,0
2003.793,-4.6875,14.0625,720.5,12,0.973865,11.764706,0
2004.070,-5.46875,14.0625,715.5,11.5,0.9725535,11.764706,0
2004.248,-5.46875,14.0625,723.75,11.5,0.9688935,11.764706,0
2004.363,-5.46875,14.0625,723.75,11.5,0.9688935,11.764706,0
2004.515,-6.25,14.0625,715.75,10.5,0.970022,11.764706,0
2004.657,-6.25,14.0625,716.25,11.5,0.9682225,11.764706,0
2004.841,-6.25,14.0625,722,11.5,0.9674905,11.764706,0
2004.962,-7.03125,14.0625,710.25,11.5,0.9649895,11.764706,0
2005.185,-7.03125,14.0625,717,11.5,0.9645625,11.764706,0
2005.328,-7.03125,14.0625,711,10.5,0.962641,11.764706,0
2005.441,-7.8125,14.0625,712.25,11.5,0.958859,11.764706,0
2005.548,-7.8125,14.0625,711.75,11,0.9615735,11.764706,0
2005.742,-8.59375,14.0625,708.75,11,0.9588895,11.764706,0
2005.859,-8.59375,14.0625,706,11,0.957944,11.764706,0
2006.022,-9.375,14.0625,704.25,11.5,0.9587675,11.764706,0
2006.145,-9.375,14.0625,720.5,15,0.9565105,11.764706,0
2006.328,-9.375,14.0625,719.25,15,0.9571815,12.156863,0
2006.510,-9.375,14.0625,711.25,15.5,0.9577915,11.764706,0
2006.620,-9.375,14.0625,702.75,18,0.957334,11.764706,0
2006.748,-10.15625,14.0625,692,25,0.9584015,11.764706,0
2006.907,-10.15625,14.0625,690,31,0.957944,11.764706,0
